epoch,phase,node0_memfree_kb,global_memavailable_kb,top_py_pid,top_py_vmrss_kb
1785937702,t2b348,14177344,754361856,0,0
1785937706,t2b348,14198336,754398144,0,0
1785937710,t2b348,14192768,754507648,0,0
1785937713,t2b348,14167936,754531648,0,0
1785937717,t2b348,14180416,754667264,0,0
1785937720,t2b348,14151232,754678464,0,0
1785937724,t2b348,14166912,754739968,0,0
1785937728,t2b348,14029888,754638400,0,0
1785937731,t2b348,14032448,754516096,0,0
1785937735,t2b348,14071104,754499200,0,0
1785937738,t2b348,14083904,754576064,0,0
1785937742,t2b348,14112256,754597248,0,0
1785937746,t2b348,14119232,754651584,0,0
1785937749,t2b348,14170176,754683136,0,0
1785937753,t2b348,14242432,754622848,0,0
1785937757,t2b348,14155520,754466240,0,0
1785937760,t2b348,14135040,754530944,0,0
1785937764,t2b348,14166272,754531968,0,0
1785937767,t2b348,14114368,754452800,0,0
1785937771,t2b348,14145408,754481984,0,0
1785937775,t2b348,14168896,754549824,0,0
1785937778,t2b348,14184768,754654080,0,0
1785937782,t2b348,14189568,754633600,0,0
1785937785,t2b348,14324160,754838144,0,0
1785937789,t2b348,14272256,754744384,0,0
1785937793,t2b348,14374720,754881536,0,0
1785937796,t2b348,14404288,755003328,0,0
1785937800,t2b348,14265024,755031232,0,0
1785937803,t2b348,14255424,754966336,0,0
1785937807,t2b348,14242496,754950784,0,0
1785937811,t2b348,14415104,755105984,0,0
1785937814,t2b348,14481280,755229376,0,0
1785937818,t2b348,14347008,755138240,0,0
1785937821,t2b348,14400640,755184128,0,0
1785937825,t2b348,14423744,755389120,0,0
1785937829,t2b348,14449536,755384768,0,0
1785937832,t2b348,14494912,755304576,0,0
1785937836,t2b348,14457472,755268224,0,0
1785937840,t2b348,14413376,755269504,0,0
1785937843,t2b348,14413504,755312704,0,0
1785937847,t2b348,14556928,755404544,0,0
1785937850,t2b348,14544320,755368832,0,0
1785937854,t2b348,14403648,755290496,0,0
1785937858,t2b348,14333824,755254464,0,0
1785937861,t2b348,14290752,755091072,0,0
1785937865,t2b348,14192256,754940416,0,0
1785937868,t2b348,14268608,755004800,0,0
1785937872,t2b348,14380864,755109824,0,0
1785937876,t2b348,14406720,755243904,0,0
1785937879,t2b348,14461504,755398144,0,0
1785937883,t2b348,14483200,755347904,0,0
1785937886,t2b348,14389696,755153280,0,0
1785937890,t2b348,14377664,755161152,0,0
1785937894,t2b348,14530816,755319616,0,0
1785937897,t2b348,14589440,755474048,0,0
1785937901,t2b348,14613440,755371584,0,0
1785937904,t2b348,14505856,755181696,0,0
1785937908,t2b348,14396800,755110336,0,0
1785937912,t2b348,14419648,755129600,0,0
1785937916,t2b348,14666944,755282752,0,0
1785937920,t2b348,14468288,755055680,0,0
1785937924,t2b348,13096576,750860160,0,0
1785937927,t2b348,15764608,751116928,0,0
1785937931,t2b348,15778048,749988096,0,0
1785937934,t2b348,15791680,749220160,0,0
1785937938,t2b348,14899904,748064256,0,0
1785937942,t2b348,13240448,746416832,0,0
1785937946,t2b348,14369024,748576512,0,0
1785937949,t2b348,13369472,746701632,0,0
1785937953,t2b348,12384576,745062400,0,0
1785937956,t2b348,12656832,744061696,0,0
1785937960,t2b348,14905024,747196160,0,0
1785937964,t2b348,13914688,745476736,0,0
1785937967,t2b348,12956224,743868928,0,0
1785937971,t2b348,12007936,742345600,0,0
1785937974,t2b348,14471168,743129600,0,0
1785937978,t2b348,15562944,745941184,0,0
1785937982,t2b348,14603200,744399808,0,0
1785937985,t2b348,13581952,742836416,0,0
1785937989,t2b348,12720832,741482752,0,0
1785937992,t2b348,12012160,740238080,0,0
1785937996,t2b348,12015424,738753664,0,0
1785938000,t2b348,15965952,740592448,0,0
1785938003,t2b348,15057920,742620608,0,0
1785938007,t2b348,14237056,741048832,0,0
1785938010,t2b348,13688576,739851520,0,0
1785938014,t2b348,13248384,738986624,0,0
1785938017,t2b348,12957440,738145536,0,0
1785938021,t2b348,12665216,737439360,0,0
1785938025,t2b348,12599680,736829888,0,0
1785938028,t2b348,12604480,736547200,0,0
1785938032,t2b348,12548352,736200768,0,0
1785938036,t2b348,12456128,735957824,0,0
1785938039,t2b348,14745728,736738688,0,0
1785938043,t2b348,13981568,735343168,0,0
1785938046,t2b348,13680768,734665664,0,0
1785938050,t2b348,13530816,734027200,0,0
1785938054,t2b348,13507264,733643136,0,0
1785938057,t2b348,13441664,733267584,0,0
1785938061,t2b348,13501120,732936320,0,0
1785938065,t2b348,13489344,732665856,0,0
1785938068,t2b348,12899008,732084736,0,0
1785938072,t2b348,13075136,732287232,0,0
1785938076,t2b348,12469184,731621632,0,0
1785938080,t2b348,14461760,735503360,0,0
1785938083,t2b348,13997760,734379520,0,0
1785938087,t2b348,13924992,733917568,0,0
1785938091,t2b348,13922816,733489408,0,0
1785938094,t2b348,13771200,732821312,0,0
1785938098,t2b348,13690880,732520832,0,0
1785938101,t2b348,13529536,732160064,0,0
1785938105,t2b348,13300288,731738624,0,0
1785938109,t2b348,13470720,731750272,0,0
1785938112,t2b348,13654720,731767168,0,0
1785938116,t2b348,13418048,731530112,0,0
1785938120,t2b348,12856640,730944512,0,0
1785938124,t2b348,12513856,730604928,0,0
1785938127,t2b348,14482496,733938112,0,0
1785938131,t2b348,14185792,733078336,0,0
1785938135,t2b348,14080768,732599936,0,0
1785938138,t2b348,14020288,732446272,0,0
1785938142,t2b348,13934144,732080512,0,0
1785938146,t2b348,13837504,731838464,0,0
1785938149,t2b348,13771264,731448640,0,0
1785938153,t2b348,13447360,730783872,0,0
1785938156,t2b348,13208128,730423680,0,0
1785938160,t2b348,12901056,729992640,0,0
1785938164,t2b348,12690240,729940544,0,0
1785938167,t2b348,12505792,729830208,0,0
1785938171,t2b348,12398272,729769664,0,0
1785938175,t2b348,12241408,729502208,0,0
1785938178,t2b348,12290240,729387584,0,0
1785938182,t2b348,12292288,729394816,0,0
1785938186,t2b348,14392000,733166912,0,0
1785938189,t2b348,13726528,731801024,0,0
1785938193,t2b348,13722560,731368576,0,0
1785938197,t2b348,13669248,731132032,0,0
1785938200,t2b348,13695488,730995328,0,0
1785938204,t2b348,13677376,730741888,0,0
1785938207,t2b348,13670720,730774656,0,0
1785938211,t2b348,13720000,730592960,0,0
1785938215,t2b348,13693888,730449344,0,0
1785938218,t2b348,13619200,730212352,0,0
1785938222,t2b348,13677632,730331968,0,0
1785938226,t2b348,13598336,730084928,0,0
1785938229,t2b348,13562816,729864640,0,0
1785938233,t2b348,13621696,729883840,0,0
1785938237,t2b348,13612288,729842816,0,0
1785938240,t2b348,13620864,729916992,0,0
1785938244,t2b348,13653888,729930304,0,0
1785938247,t2b348,13539008,729902336,0,0
1785938251,t2b348,13691264,729988800,0,0
1785938255,t2b348,13657088,729997888,0,0
1785938258,t2b348,13656704,729958784,0,0
1785938262,t2b348,13686656,729986944,0,0
1785938265,t2b348,13662784,729975808,0,0
1785938269,t2b348,13679680,730000192,0,0
1785938273,t2b348,13721472,729948608,0,0
1785938276,t2b348,13768960,729977472,0,0
1785938280,t2b348,13758400,730046720,0,0
1785938283,t2b348,13805888,730023744,0,0
1785938287,t2b348,13805248,729893952,0,0
1785938291,t2b348,13793408,729791936,0,0
1785938294,t2b348,13788096,729723584,0,0
1785938298,t2b348,13804672,729756096,0,0
1785938301,t2b348,13823552,729800256,0,0
1785938305,t2b348,13800128,729801088,0,0
1785938309,t2b348,13755264,729893568,0,0
1785938312,t2b348,13744832,729854144,0,0
1785938316,t2b348,13753216,729971648,0,0
1785938320,t2b348,13840256,730083136,0,0
1785938323,t2b348,13819328,730007040,0,0
1785938327,t2b348,13799744,729824704,0,0
1785938330,t2b348,13786752,729792768,0,0
1785938334,t2b348,13808640,729712576,0,0
1785938338,t2b348,13828992,729779072,0,0
1785938341,t2b348,13838976,729873216,0,0
1785938345,t2b348,13869056,729934144,0,0
1785938348,t2b348,13858304,729851968,0,0
1785938352,t2b348,13901760,729905856,0,0
1785938356,t2b348,13920832,730010112,0,0
1785938359,t2b348,13945856,730036224,0,0
1785938363,t2b348,13974400,730055360,0,0
1785938366,t2b348,13937984,730048064,0,0
1785938370,t2b348,13990784,730080832,0,0
1785938374,t2b348,13972800,730052800,0,0
1785938377,t2b348,13884800,729987008,0,0
1785938381,t2b348,13955584,730235904,0,0
1785938385,t2b348,13912448,730092480,0,0
1785938388,t2b348,13875456,730113600,0,0
1785938392,t2b348,13924288,730262080,0,0
1785938395,t2b348,13948928,730199296,0,0
1785938399,t2b348,13965184,730226112,0,0
1785938403,t2b348,14105216,730357248,0,0
1785938406,t2b348,14092416,730343488,0,0
1785938410,t2b348,14082624,730377792,0,0
1785938414,t2b348,14056064,730458240,0,0
1785938417,t2b348,14203648,730617280,0,0
1785938421,t2b348,14126528,730474560,0,0
1785938424,t2b348,14070272,730486400,0,0
1785938428,t2b348,14093760,730418240,0,0
1785938432,t2b348,14083200,730450880,0,0
1785938435,t2b348,14136640,730445632,0,0
1785938439,t2b348,14181504,730582528,0,0
1785938443,t2b348,14191808,730607040,0,0
1785938446,t2b348,14172800,730620864,0,0
1785938450,t2b348,14200384,730560960,0,0
1785938453,t2b348,14196416,730557376,0,0
1785938457,t2b348,14245760,730626688,0,0
1785938461,t2b348,14267904,730758848,0,0
1785938464,t2b348,14292672,730741120,0,0
1785938468,t2b348,14200064,730708672,0,0
1785938471,t2b348,14216448,730859520,0,0
1785938475,t2b348,14260416,730979840,0,0
1785938479,t2b348,14322048,731028864,0,0
1785938482,t2b348,14303424,730931456,0,0
1785938486,t2b348,14282240,730874368,0,0
1785938490,t2b348,14205632,730754048,0,0
1785938493,t2b348,14287872,730848064,0,0
1785938497,t2b348,14364992,730928448,0,0
1785938500,t2b348,14305536,730909952,0,0
1785938504,t2b348,14354752,731008256,0,0
1785938508,t2b348,14336320,731039040,0,0
1785938511,t2b348,14371712,731155200,0,0
1785938515,t2b348,14413504,731258240,0,0
1785938518,t2b348,14406784,731183488,0,0
1785938522,t2b348,14420928,731175296,0,0
1785938526,t2b348,14461312,731260544,0,0
1785938529,t2b348,14421120,731237376,0,0
1785938533,t2b348,14477376,731341440,0,0
1785938537,t2b348,14559616,731473856,0,0
1785938540,t2b348,14608384,731519680,0,0
1785938544,t2b348,14541376,731452224,0,0
1785938547,t2b348,14616512,731557760,0,0
1785938551,t2b348,14561216,731480768,0,0
1785938555,t2b348,14546368,731454976,0,0
1785938558,t2b348,14459648,731343424,0,0
1785938562,t2b348,14444416,731186112,0,0
1785938565,t2b348,14433216,731114624,0,0
1785938569,t2b348,14567936,731193280,0,0
1785938573,t2b348,14504064,731125632,0,0
1785938576,t2b348,14525760,731270592,0,0
1785938580,t2b348,14539776,731308096,0,0
1785938584,t2b348,14594112,731359744,0,0
1785938587,t2b348,14576576,731348032,0,0
1785938591,t2b348,14651840,731491136,0,0
1785938594,t2b348,14594112,731455424,0,0
1785938598,t2b348,14565440,731484800,0,0
1785938602,t2b348,14521024,731430336,0,0
1785938605,t2b348,14483520,731361088,0,0
1785938609,t2b348,14490112,731345856,0,0
1785938612,t2b348,14586880,731436416,0,0
1785938616,t2b348,14580672,731316224,0,0
1785938620,t2b348,14528704,731325824,0,0
1785938623,t2b348,14599744,731394304,0,0
1785938627,t2b348,14570880,731374464,0,0
1785938631,t2b348,14550592,731323328,0,0
1785938634,t2b348,14591808,731318848,0,0
1785938638,t2b348,14515264,731290048,0,0
1785938641,t2b348,14545472,731446720,0,0
1785938645,t2b348,14611776,731540800,0,0
1785938649,t2b348,14609280,731495104,0,0
1785938652,t2b348,14483712,731467264,0,0
1785938656,t2b348,14575744,731509440,0,0
1785938659,t2b348,14542976,731443008,0,0
1785938663,t2b348,14541568,731449664,0,0
1785938667,t2b348,14556544,731471360,0,0
1785938670,t2b348,14582656,731538944,0,0
1785938674,t2b348,14588736,731440960,0,0
1785938678,t2b348,14589056,731427392,0,0
1785938681,t2b348,14578752,731508992,0,0
1785938685,t2b348,14522752,731458176,0,0
1785938688,t2b348,14591360,731549248,0,0
1785938692,t2b348,14665216,731656960,0,0
1785938696,t2b348,14710400,731671744,0,0
1785938699,t2b348,14778560,731799744,0,0
1785938703,t2b348,14728000,731707584,0,0
1785938706,t2b348,14729856,731874432,0,0
1785938710,t2b348,14732672,731980224,0,0
1785938714,t2b348,14677632,731948032,0,0
1785938717,t2b348,14654144,731859328,0,0
1785938721,t2b348,14690752,731795904,0,0
1785938724,t2b348,14609024,731622592,0,0
1785938728,t2b348,14692928,731695808,0,0
1785938732,t2b348,14677696,731614528,0,0
1785938735,t2b348,14793024,731712704,0,0
1785938739,t2b348,14826048,731770624,0,0
1785938743,t2b348,14777728,731720000,0,0
1785938746,t2b348,14730432,731704512,0,0
1785938750,t2b348,14840320,731798848,0,0
1785938753,t2b348,14863552,731791936,0,0
1785938757,t2b348,14916928,731876608,0,0
1785938761,t2b348,14924544,731863168,0,0
1785938764,t2b348,14856832,731869504,0,0
1785938768,t2b348,14914368,731962752,0,0
1785938772,t2b348,14899200,731993728,0,0
1785938775,t2b348,14880448,731894528,0,0
1785938779,t2b348,16928448,735971712,0,0
1785938783,t2b348,16714624,735871104,0,0
1785938787,t2b348,29679040,753417472,0,0
1785938790,t2b348,35902208,760693056,0,0
1785938794,t2b348,54180480,912963264,0,0
1785938798,t2b348,361777984,1404782400,0,0
1785938801,t2b348,439720064,1677509120,0,0
1785938805,t2b348,439688576,1677366208,0,0
1785938808,t2b348,439758848,1677321728,0,0
1785938812,t2b348,439680512,1677236800,0,0
1785938816,t2b348,439497024,1677090176,0,0
1785938819,t2b348,439430464,1676969472,0,0
1785938823,t2b348,439358912,1676946432,0,0
1785938826,t2b348,439417280,1677060032,0,0
1785938830,t2b348,439284736,1676925760,0,0
1785938833,t2b348,439315712,1677015552,0,0
1785938837,t2b348,439292288,1676840256,0,0
1785938840,t2b348,439219712,1676775104,0,0
1785938844,t2b348,439211904,1676745152,0,0
1785938847,t2b348,439222976,1676961600,0,0
1785938851,t2b348,439115648,1676876736,0,0
1785938854,t2b348,439171584,1676718976,0,0
1785938858,t2b348,439092416,1676877120,0,0
1785938862,t2b348,438885568,1676566912,0,0
1785938865,t2b348,438860160,1676713088,0,0
1785938869,t2b348,438969664,1676839360,0,0
1785938872,t2b348,438984128,1676894208,0,0
