ts,iso,node0_gib,node1_gib,node2_gib,node10_gib,node18_gib,node26_gib,gpu0_mib,gpu1_mib,gpu2_mib,gpu3_mib
1783724353,2026-07-10T15:59:13-07:00,71.6,55.4,2.7,0.2,0.0,1.1,2751,194,0,1082
1783724368,2026-07-10T15:59:28-07:00,72.6,55.4,2.7,0.2,0.0,1.1,2751,194,0,1082
1783724383,2026-07-10T15:59:43-07:00,72.6,55.4,2.7,0.2,0.0,1.1,2751,194,0,1082
1783724398,2026-07-10T15:59:58-07:00,72.6,55.4,2.7,0.2,0.0,1.1,2751,194,0,1082
1783724413,2026-07-10T16:00:13-07:00,72.6,55.4,2.7,0.2,0.0,1.1,2751,194,0,1082
1783724428,2026-07-10T16:00:28-07:00,72.6,55.4,2.7,0.2,0.0,1.1,2751,194,0,1082
1783724443,2026-07-10T16:00:43-07:00,72.6,55.4,2.7,0.2,0.0,1.1,2751,194,0,1082
1783724458,2026-07-10T16:00:58-07:00,72.6,55.4,2.7,0.2,0.0,1.1,2751,194,0,1082
1783724473,2026-07-10T16:01:13-07:00,72.5,55.4,2.7,0.2,0.0,1.1,2751,194,8,1083
1783724488,2026-07-10T16:01:28-07:00,75.3,55.4,2.7,0.2,0.7,1.1,2751,194,697,1082
1783724503,2026-07-10T16:01:43-07:00,99.6,58.1,2.7,0.2,1.1,1.1,2751,194,1150,1082
1783724518,2026-07-10T16:01:58-07:00,126.8,58.5,2.7,0.2,1.5,1.1,2751,194,1511,1082
1783724533,2026-07-10T16:02:13-07:00,128.3,58.6,2.7,0.2,1.5,1.1,2751,194,1510,1082
1783724549,2026-07-10T16:02:29-07:00,128.9,58.6,2.7,0.2,1.5,1.1,2751,194,1509,1082
1783724564,2026-07-10T16:02:44-07:00,128.9,58.6,2.7,0.2,1.5,1.1,2751,194,1509,1082
1783724579,2026-07-10T16:02:59-07:00,128.9,58.6,2.7,0.2,1.5,1.1,2750,194,1509,1082
1783724594,2026-07-10T16:03:14-07:00,129.2,58.6,2.7,0.2,1.5,1.1,2750,194,1509,1082
1783724609,2026-07-10T16:03:29-07:00,133.9,58.7,2.7,0.2,1.5,1.1,2750,194,1509,1082
1783724624,2026-07-10T16:03:44-07:00,138.8,58.7,2.7,0.2,1.5,1.1,2750,194,1509,1082
1783724639,2026-07-10T16:03:59-07:00,143.7,58.9,2.7,0.2,1.5,1.1,2750,194,1509,1082
1783724654,2026-07-10T16:04:14-07:00,155.7,60.1,2.7,0.2,3.2,1.1,2750,194,3238,1082
1783724669,2026-07-10T16:04:29-07:00,183.5,62.6,2.7,0.2,146.7,1.1,2750,194,150172,1082
1783724684,2026-07-10T16:04:44-07:00,237.2,65.0,2.7,0.2,151.8,1.1,2750,194,155491,1082
1783724699,2026-07-10T16:04:59-07:00,285.1,65.3,2.7,0.2,157.0,1.1,2750,194,160811,1082
1783724714,2026-07-10T16:05:14-07:00,340.7,65.6,2.7,0.2,162.2,1.1,2750,194,166111,1082
1783724729,2026-07-10T16:05:29-07:00,388.8,65.7,2.7,0.2,162.2,1.1,2750,194,166111,1082
1783724744,2026-07-10T16:05:44-07:00,436.7,65.6,2.7,0.2,167.4,1.1,2750,194,171431,1082
1783724759,2026-07-10T16:05:59-07:00,467.1,91.0,2.7,0.2,172.6,1.1,2750,194,176731,1082
1783724774,2026-07-10T16:06:14-07:00,467.1,147.1,2.7,0.2,177.8,1.1,2750,194,182051,1082
1783724789,2026-07-10T16:06:29-07:00,467.1,195.9,2.7,0.2,183.0,1.1,2750,194,187371,1082
1783724804,2026-07-10T16:06:44-07:00,467.1,244.8,2.7,0.2,183.0,1.1,2750,194,187435,1082
1783724819,2026-07-10T16:06:59-07:00,467.1,369.8,2.7,0.2,183.0,1.1,2750,194,187443,1082
1783724835,2026-07-10T16:07:15-07:00,469.1,469.3,2.7,0.2,183.1,1.1,2784,194,187513,1177
1783724850,2026-07-10T16:07:30-07:00,457.4,467.1,2.8,0.2,183.1,1.1,2857,194,187513,1084
1783724865,2026-07-10T16:07:45-07:00,460.9,466.1,2.8,0.2,176.7,1.1,2912,194,180979,1084
1783724880,2026-07-10T16:08:00-07:00,465.7,465.4,2.9,0.2,136.3,1.1,2987,194,139585,1085
1783724895,2026-07-10T16:08:15-07:00,466.6,468.5,2.8,0.2,181.3,1.1,2901,194,188175,1084
1783724910,2026-07-10T16:08:30-07:00,465.4,464.6,2.8,0.2,167.7,1.1,2843,194,171761,1084
1783724925,2026-07-10T16:08:45-07:00,467.1,465.6,2.7,0.2,157.4,1.1,2798,194,163849,1084
1783724940,2026-07-10T16:09:00-07:00,467.1,468.0,2.7,0.2,177.1,1.1,2772,194,181317,1083
1783724955,2026-07-10T16:09:15-07:00,467.0,468.4,2.7,0.2,172.8,1.1,2758,194,176965,1083
1783724970,2026-07-10T16:09:30-07:00,467.1,468.2,2.7,0.2,136.5,1.1,2756,194,139773,1083
1783724985,2026-07-10T16:09:45-07:00,467.1,468.2,2.7,0.2,129.3,1.1,2755,194,134439,1083
1783725000,2026-07-10T16:10:00-07:00,467.1,468.4,2.7,0.2,177.4,1.1,2754,194,181649,1083
1783725015,2026-07-10T16:10:15-07:00,467.1,468.1,2.7,0.2,147.0,1.1,2752,194,151655,1083
1783725030,2026-07-10T16:10:30-07:00,23.1,19.2,2.7,0.2,0.0,1.1,2752,194,3,1083
1783725045,2026-07-10T16:10:45-07:00,23.2,19.2,2.7,0.2,0.0,1.1,2751,194,2,1083
1783725060,2026-07-10T16:11:00-07:00,23.2,19.2,2.7,0.2,0.0,1.1,2751,194,1,1082
1783725075,2026-07-10T16:11:15-07:00,23.2,19.2,2.7,0.2,0.0,1.1,2751,194,0,1082
1783725091,2026-07-10T16:11:31-07:00,23.2,19.2,2.7,0.2,0.0,1.1,2751,194,0,1082
1783725106,2026-07-10T16:11:46-07:00,23.2,19.2,2.7,0.2,0.0,1.1,2751,194,0,1082
1783725121,2026-07-10T16:12:01-07:00,23.2,19.2,2.7,0.2,0.0,1.1,2751,194,0,1082
1783725136,2026-07-10T16:12:16-07:00,23.3,19.2,2.7,0.2,0.0,1.1,2751,194,0,1082
1783725151,2026-07-10T16:12:31-07:00,23.3,19.2,2.7,0.2,0.0,1.1,2751,194,0,1082
1783725166,2026-07-10T16:12:46-07:00,23.3,19.2,2.7,0.2,0.0,1.1,2751,194,0,1082
1783725181,2026-07-10T16:13:01-07:00,23.3,19.1,2.7,0.2,0.0,1.1,2751,194,0,1082
1783725196,2026-07-10T16:13:16-07:00,23.3,19.1,2.7,0.2,0.0,1.1,2751,194,0,1082
1783725211,2026-07-10T16:13:31-07:00,23.2,19.1,2.7,0.2,0.0,1.1,2751,194,0,1082
1783725226,2026-07-10T16:13:46-07:00,23.3,19.1,2.7,0.2,0.0,1.1,2751,194,0,1082
1783725241,2026-07-10T16:14:01-07:00,23.3,19.2,2.7,0.2,0.0,1.1,2751,194,0,1082
1783725256,2026-07-10T16:14:16-07:00,23.4,19.2,2.7,0.2,0.0,1.1,2751,194,0,1082
1783725271,2026-07-10T16:14:31-07:00,23.3,19.2,2.7,0.2,0.0,1.1,2751,194,0,1082
1783725286,2026-07-10T16:14:46-07:00,23.3,19.1,2.7,0.2,0.0,1.1,2751,194,0,1082
1783725301,2026-07-10T16:15:01-07:00,23.4,19.1,2.7,0.2,0.0,1.1,2750,194,0,1082
1783725316,2026-07-10T16:15:16-07:00,24.7,19.1,2.7,0.2,0.0,1.1,2750,194,0,1082
1783725331,2026-07-10T16:15:31-07:00,24.7,19.1,2.7,0.2,0.0,1.1,2750,194,0,1082
1783725346,2026-07-10T16:15:46-07:00,24.8,19.1,2.7,0.2,0.0,1.1,2750,194,0,1082
1783725361,2026-07-10T16:16:01-07:00,24.8,19.1,2.7,0.2,0.0,1.1,2750,194,0,1082
1783725376,2026-07-10T16:16:17-07:00,24.9,19.1,2.7,0.2,0.0,1.1,2750,194,0,1082
1783725392,2026-07-10T16:16:32-07:00,24.9,19.1,2.7,0.2,0.0,1.1,2750,194,0,1082
1783725407,2026-07-10T16:16:47-07:00,24.9,19.1,2.7,0.2,0.0,1.1,2750,194,0,1082
1783725422,2026-07-10T16:17:02-07:00,25.0,19.1,2.7,0.2,0.0,1.1,2750,194,0,1082
1783725437,2026-07-10T16:17:17-07:00,25.0,19.1,2.7,0.2,0.0,1.1,2750,194,0,1082
1783725452,2026-07-10T16:17:32-07:00,24.9,19.1,2.7,0.2,0.0,1.1,2750,194,0,1082
1783725467,2026-07-10T16:17:47-07:00,24.9,19.1,2.7,0.2,0.0,1.1,2750,194,0,1082
1783725482,2026-07-10T16:18:02-07:00,24.9,19.1,2.7,0.2,0.0,1.1,2750,194,0,1082
1783725497,2026-07-10T16:18:17-07:00,24.9,19.1,2.7,0.2,0.0,1.1,2750,194,0,1082
1783725512,2026-07-10T16:18:32-07:00,24.9,19.1,2.7,0.2,0.0,1.1,2750,194,0,1082
1783725527,2026-07-10T16:18:47-07:00,25.9,19.1,2.7,0.2,0.7,1.1,2751,194,693,1082
1783725542,2026-07-10T16:19:02-07:00,29.3,19.0,2.7,0.2,0.7,1.1,2750,194,693,1082
1783725557,2026-07-10T16:19:17-07:00,31.2,19.0,2.7,0.2,0.7,1.1,2750,194,693,1082
1783725572,2026-07-10T16:19:32-07:00,84.0,47.3,2.7,0.2,0.7,1.1,2750,194,693,1082
1783725587,2026-07-10T16:19:47-07:00,121.4,47.7,2.7,0.2,0.7,1.1,2750,194,693,1082
1783725602,2026-07-10T16:20:02-07:00,144.7,36.8,2.7,0.2,0.7,1.1,2750,194,693,1082
1783725617,2026-07-10T16:20:17-07:00,146.5,36.7,2.7,0.2,0.7,1.1,2750,194,693,1082
1783725632,2026-07-10T16:20:32-07:00,147.2,36.6,2.7,0.2,0.7,1.1,2750,194,693,1082
1783725647,2026-07-10T16:20:47-07:00,147.2,36.6,2.7,0.2,0.7,1.1,2750,194,693,1082
1783725663,2026-07-10T16:21:03-07:00,147.1,36.5,2.7,0.2,0.7,1.1,2750,194,693,1082
1783725678,2026-07-10T16:21:18-07:00,147.3,36.7,2.7,0.2,0.7,1.1,2750,194,693,1082
1783725693,2026-07-10T16:21:33-07:00,148.0,36.8,2.7,0.2,0.7,1.1,2750,194,693,1082
1783725708,2026-07-10T16:21:48-07:00,149.9,37.3,2.7,0.2,0.7,1.1,2750,194,693,1082
1783725723,2026-07-10T16:22:03-07:00,208.3,46.7,2.7,0.2,85.3,1.1,2750,194,87343,1082
1783725738,2026-07-10T16:22:18-07:00,231.0,46.9,2.7,0.2,181.9,1.1,2750,194,186251,1082
1783725753,2026-07-10T16:22:33-07:00,259.8,46.9,2.7,0.2,181.0,1.1,2750,194,185349,1082
1783725768,2026-07-10T16:22:48-07:00,302.7,47.8,2.7,0.2,181.0,1.1,2750,194,185349,1082
1783725783,2026-07-10T16:23:03-07:00,347.4,47.8,2.7,0.2,181.0,1.1,2750,194,185349,1082
1783725798,2026-07-10T16:23:18-07:00,383.4,48.7,2.7,0.2,181.0,1.1,2750,194,185349,1082
1783725813,2026-07-10T16:23:33-07:00,427.6,48.7,2.7,0.2,181.0,1.1,2750,194,185349,1082
1783725828,2026-07-10T16:23:48-07:00,464.4,48.7,2.7,0.2,181.0,1.1,2750,194,185349,1082
1783725843,2026-07-10T16:24:03-07:00,467.1,83.0,2.7,0.2,181.0,1.1,2750,194,185349,1082
1783725858,2026-07-10T16:24:18-07:00,467.1,119.4,2.7,0.2,181.0,1.1,2750,194,185349,1082
1783725873,2026-07-10T16:24:33-07:00,467.1,154.6,2.7,0.2,181.0,1.1,2750,194,185349,1082
1783725888,2026-07-10T16:24:48-07:00,467.1,191.2,2.7,0.2,181.1,1.1,2750,194,185429,1082
1783725903,2026-07-10T16:25:03-07:00,467.1,219.8,2.7,0.2,181.1,1.1,2750,194,185431,1082
1783725918,2026-07-10T16:25:18-07:00,467.1,339.2,2.7,0.2,181.1,1.1,2750,194,185495,1082
1783725934,2026-07-10T16:25:34-07:00,467.1,455.5,2.7,0.2,181.2,1.1,2750,194,185503,1082
1783725949,2026-07-10T16:25:49-07:00,467.1,466.9,2.7,0.2,167.9,1.1,2750,194,171893,1082
1783725964,2026-07-10T16:26:04-07:00,469.1,470.7,2.8,0.2,159.5,1.1,2919,194,163353,1119
1783726515,2026-07-10T16:35:15-07:00,54.7,25.8,2.7,0.2,0.0,1.1,2804,194,0,1086
1783726530,2026-07-10T16:35:30-07:00,55.8,25.8,2.7,0.2,0.0,1.1,2796,194,0,1086
1783726545,2026-07-10T16:35:45-07:00,55.9,25.8,2.7,0.2,0.0,1.1,2794,194,0,1086
1783726560,2026-07-10T16:36:00-07:00,55.9,25.8,2.7,0.2,0.0,1.1,2791,194,0,1086
1783726575,2026-07-10T16:36:15-07:00,55.9,25.8,2.7,0.2,0.0,1.1,2788,194,0,1086
1783726590,2026-07-10T16:36:30-07:00,56.0,25.8,2.7,0.2,0.0,1.1,2787,194,0,1086
1783726605,2026-07-10T16:36:45-07:00,56.0,25.8,2.7,0.2,0.0,1.1,2785,194,0,1086
1783726620,2026-07-10T16:37:00-07:00,56.0,25.9,2.7,0.2,0.0,1.1,2783,194,0,1086
1783726635,2026-07-10T16:37:15-07:00,56.0,25.9,2.7,0.2,0.0,1.1,2782,194,0,1086
1783726650,2026-07-10T16:37:30-07:00,56.1,25.9,2.7,0.2,0.0,1.1,2781,194,0,1086
1783726665,2026-07-10T16:37:45-07:00,56.1,25.9,2.7,0.2,0.0,1.1,2780,194,0,1086
1783726680,2026-07-10T16:38:00-07:00,56.2,25.9,2.7,0.2,0.0,1.1,2778,194,0,1086
1783726695,2026-07-10T16:38:15-07:00,56.2,25.9,2.7,0.2,0.0,1.1,2777,194,0,1086
1783726710,2026-07-10T16:38:30-07:00,56.2,25.9,2.7,0.2,0.0,1.1,2776,194,0,1086
1783726726,2026-07-10T16:38:46-07:00,56.2,25.9,2.7,0.2,0.0,1.1,2775,194,0,1086
1783726741,2026-07-10T16:39:01-07:00,56.3,25.9,2.7,0.2,0.0,1.1,2764,194,1,1085
1783726756,2026-07-10T16:39:16-07:00,60.2,25.8,2.7,0.2,0.7,1.1,2755,194,693,1085
1783726771,2026-07-10T16:39:31-07:00,62.2,25.8,2.7,0.2,0.7,1.1,2752,194,693,1085
1783726786,2026-07-10T16:39:46-07:00,84.0,44.9,2.7,0.2,0.7,1.1,2751,194,693,1085
1783726801,2026-07-10T16:40:01-07:00,112.3,44.0,2.7,0.2,0.7,1.1,2751,194,693,1084
1783726816,2026-07-10T16:40:16-07:00,139.2,32.2,2.7,0.2,0.7,1.1,2751,194,693,1083
1783726831,2026-07-10T16:40:31-07:00,139.1,35.3,2.7,0.2,0.7,1.1,2751,194,693,1082
1783726846,2026-07-10T16:40:46-07:00,139.1,36.7,2.7,0.2,0.7,1.1,2751,194,693,1082
1783726861,2026-07-10T16:41:01-07:00,139.0,36.8,2.7,0.2,0.7,1.1,2751,194,693,1082
1783726876,2026-07-10T16:41:16-07:00,139.0,36.8,2.7,0.2,0.7,1.1,2751,194,693,1082
1783726891,2026-07-10T16:41:31-07:00,139.1,36.6,2.7,0.2,0.7,1.1,2751,194,693,1082
1783726906,2026-07-10T16:41:46-07:00,140.6,36.4,2.7,0.2,0.7,1.1,2751,194,693,1082
1783726921,2026-07-10T16:42:01-07:00,142.2,36.3,2.7,0.2,0.7,1.1,2751,194,693,1082
1783726936,2026-07-10T16:42:16-07:00,190.5,38.1,2.7,0.2,13.3,1.1,2751,194,13579,1082
1783726951,2026-07-10T16:42:31-07:00,216.2,47.3,2.7,0.2,181.9,1.1,2751,194,186251,1082
1783726966,2026-07-10T16:42:46-07:00,253.4,47.3,2.7,0.2,181.0,1.1,2751,194,185349,1082
1783726981,2026-07-10T16:43:01-07:00,296.3,47.8,2.7,0.2,181.0,1.1,2751,194,185349,1082
1783726996,2026-07-10T16:43:16-07:00,334.0,47.8,2.7,0.2,181.0,1.1,2751,194,185349,1082
1783727012,2026-07-10T16:43:32-07:00,379.3,47.8,2.7,0.2,181.0,1.1,2751,194,185349,1082
1783727027,2026-07-10T16:43:47-07:00,408.2,55.8,2.7,0.2,181.0,1.1,2751,194,185349,1082
1783727042,2026-07-10T16:44:02-07:00,451.3,56.8,2.7,0.2,181.0,1.1,2751,194,185349,1082
1783727057,2026-07-10T16:44:17-07:00,466.6,78.8,2.7,0.2,181.0,1.1,2751,194,185349,1082
1783727072,2026-07-10T16:44:32-07:00,466.6,116.7,2.7,0.2,181.0,1.1,2751,194,185349,1082
1783727087,2026-07-10T16:44:47-07:00,466.6,154.2,2.7,0.2,181.0,1.1,2751,194,185349,1082
1783727102,2026-07-10T16:45:02-07:00,466.6,190.5,2.7,0.2,181.0,1.1,2751,194,185349,1082
1783727117,2026-07-10T16:45:17-07:00,466.6,236.8,2.7,0.2,181.0,1.1,2751,194,185351,1082
1783727132,2026-07-10T16:45:32-07:00,466.6,374.5,2.7,0.2,181.1,1.1,2751,194,185423,1082
1783727147,2026-07-10T16:45:47-07:00,464.6,465.7,2.7,0.2,152.1,1.1,2797,194,155753,1082
1783727162,2026-07-10T16:46:02-07:00,469.1,469.3,2.8,0.2,159.5,1.1,2930,194,163353,1211
1783727177,2026-07-10T16:46:17-07:00,465.9,467.3,2.9,0.2,138.7,1.1,2920,194,133575,1173
1783727192,2026-07-10T16:46:32-07:00,465.1,466.9,2.9,0.2,175.8,1.1,2966,194,180057,1151
1783727207,2026-07-10T16:46:47-07:00,467.1,468.7,2.8,0.2,171.1,1.1,2903,194,175379,1143
1783727222,2026-07-10T16:47:02-07:00,466.5,466.7,2.8,0.2,168.3,1.1,2850,194,172379,1139
1783727237,2026-07-10T16:47:17-07:00,466.9,466.6,2.7,0.2,123.2,1.1,2806,194,128701,1136
1783727252,2026-07-10T16:47:32-07:00,467.1,468.7,2.7,0.2,137.3,1.1,2774,194,142923,1133
1783727267,2026-07-10T16:47:47-07:00,466.0,468.4,2.7,0.2,165.6,1.1,2757,194,169583,1130
1783727283,2026-07-10T16:48:03-07:00,466.4,468.3,2.7,0.2,182.2,1.1,2754,194,186565,1126
1783727298,2026-07-10T16:48:18-07:00,466.5,468.2,2.7,0.2,171.7,1.1,2753,194,176007,1122
1783727313,2026-07-10T16:48:33-07:00,466.5,468.2,2.7,0.2,161.5,1.1,2753,194,165349,1122
1783727328,2026-07-10T16:48:48-07:00,466.5,468.1,2.7,0.2,172.1,1.1,2753,194,176209,1121
1783727343,2026-07-10T16:49:03-07:00,466.8,468.0,2.7,0.2,172.1,1.1,2753,194,176271,1121
1783727358,2026-07-10T16:49:18-07:00,466.6,468.0,2.7,0.2,171.6,1.1,2753,194,175713,1120
1783727373,2026-07-10T16:49:33-07:00,466.6,467.9,2.7,0.2,169.1,1.1,2753,194,173153,1118
1783727388,2026-07-10T16:49:48-07:00,466.9,467.9,2.7,0.2,172.4,1.1,2752,194,176577,1118
1783727403,2026-07-10T16:50:03-07:00,466.5,467.8,2.7,0.2,139.8,1.1,2752,194,145277,1114
1783727418,2026-07-10T16:50:18-07:00,466.6,467.8,2.7,0.2,169.9,1.1,2752,194,173939,1113
1783727433,2026-07-10T16:50:33-07:00,466.4,467.7,2.7,0.2,120.1,1.1,2752,194,115479,1111
1783727448,2026-07-10T16:50:48-07:00,466.9,467.8,2.7,0.2,183.5,1.1,2752,194,187881,1110
1783727463,2026-07-10T16:51:03-07:00,466.7,467.7,2.7,0.2,173.1,1.1,2752,194,177303,1109
1783727478,2026-07-10T16:51:18-07:00,466.6,467.7,2.7,0.2,141.6,1.1,2752,194,147043,1108
1783727493,2026-07-10T16:51:33-07:00,466.5,467.6,2.7,0.2,150.5,1.1,2752,194,156025,1108
1783727508,2026-07-10T16:51:48-07:00,466.6,467.6,2.7,0.2,170.1,1.1,2752,194,174227,1108
1783727524,2026-07-10T16:52:04-07:00,466.5,467.5,2.7,0.2,162.1,1.1,2752,194,166007,1105
1783727539,2026-07-10T16:52:19-07:00,466.6,467.5,2.7,0.2,170.4,1.1,2752,194,174449,1105
1783727554,2026-07-10T16:52:34-07:00,466.7,467.4,2.7,0.2,173.9,1.1,2752,194,178051,1105
1783727569,2026-07-10T16:52:49-07:00,466.6,467.4,2.7,0.2,149.5,1.1,2752,194,155253,1105
1783727584,2026-07-10T16:53:04-07:00,466.6,467.3,2.7,0.2,173.2,1.1,2752,194,177335,1103
1783727599,2026-07-10T16:53:19-07:00,466.8,467.3,2.7,0.2,173.8,1.1,2752,194,177975,1103
1783727614,2026-07-10T16:53:34-07:00,466.9,467.3,2.7,0.2,178.7,1.1,2752,194,185297,1103
1783727629,2026-07-10T16:53:49-07:00,466.9,468.5,2.7,0.2,98.0,1.1,2752,194,103239,1103
1783727644,2026-07-10T16:54:04-07:00,465.1,468.9,2.7,0.2,173.6,1.1,2752,194,177799,1101
1783727659,2026-07-10T16:54:19-07:00,465.4,468.8,2.7,0.2,183.2,1.1,2752,194,187641,1100
1783727674,2026-07-10T16:54:34-07:00,465.4,468.7,2.7,0.2,131.5,1.1,2752,194,137083,1100
1783727689,2026-07-10T16:54:49-07:00,465.2,468.7,2.7,0.2,173.9,1.1,2752,194,178105,1100
1783727704,2026-07-10T16:55:04-07:00,465.3,468.6,2.7,0.2,174.8,1.1,2752,194,178985,1100
1783727719,2026-07-10T16:55:19-07:00,465.2,468.5,2.7,0.2,175.2,1.1,2752,194,179387,1100
1783727734,2026-07-10T16:55:34-07:00,465.8,468.5,2.7,0.2,175.0,1.1,2752,194,179191,1100
1783727749,2026-07-10T16:55:49-07:00,466.0,468.4,2.7,0.2,174.5,1.1,2752,194,180691,1100
1783727764,2026-07-10T16:56:04-07:00,466.0,468.4,2.7,0.2,172.2,1.1,2752,194,176373,1098
1783727780,2026-07-10T16:56:20-07:00,465.7,468.3,2.7,0.2,172.4,1.1,2752,194,176495,1097
1783727795,2026-07-10T16:56:35-07:00,465.8,468.3,2.7,0.2,175.6,1.1,2752,194,179777,1096
1783727810,2026-07-10T16:56:50-07:00,465.8,468.2,2.7,0.2,164.4,1.1,2752,194,168297,1096
1783727825,2026-07-10T16:57:05-07:00,465.8,468.2,2.7,0.2,175.8,1.1,2752,194,179999,1096
1783727840,2026-07-10T16:57:20-07:00,465.7,468.1,2.7,0.2,175.9,1.1,2752,194,180161,1096
1783727855,2026-07-10T16:57:35-07:00,465.9,468.0,2.7,0.2,183.8,1.1,2752,194,176861,1096
1783727870,2026-07-10T16:57:50-07:00,466.0,468.0,2.7,0.2,173.0,1.1,2752,194,177203,1096
1783727885,2026-07-10T16:58:05-07:00,466.0,467.9,2.7,0.2,176.2,1.1,2752,194,180465,1095
1783727900,2026-07-10T16:58:20-07:00,465.8,467.9,2.7,0.2,142.3,1.1,2752,194,147867,1095
1783727915,2026-07-10T16:58:35-07:00,465.8,467.8,2.7,0.2,115.4,1.1,2752,194,120727,1095
1783727930,2026-07-10T16:58:50-07:00,465.9,467.8,2.7,0.2,176.6,1.1,2752,194,180809,1095
1783727945,2026-07-10T16:59:05-07:00,465.8,467.7,2.7,0.2,176.7,1.1,2752,194,180971,1094
1783727960,2026-07-10T16:59:20-07:00,465.9,467.7,2.7,0.2,182.3,1.1,2752,194,186693,1094
1783727975,2026-07-10T16:59:35-07:00,465.9,467.6,2.7,0.2,176.3,1.1,2752,194,180555,1094
1783727990,2026-07-10T16:59:50-07:00,465.8,467.6,2.7,0.2,182.7,1.1,2752,194,187095,1094
1783728005,2026-07-10T17:00:05-07:00,465.7,467.5,2.7,0.2,174.1,1.1,2752,194,178317,1093
1783728020,2026-07-10T17:00:20-07:00,465.6,467.5,2.7,0.2,108.4,1.1,2752,194,103639,1093
1783728036,2026-07-10T17:00:36-07:00,466.0,467.4,2.7,0.2,174.4,1.1,2752,194,178579,1092
1783728051,2026-07-10T17:00:51-07:00,465.9,467.4,2.7,0.2,177.5,1.1,2752,194,181741,1092
1783728066,2026-07-10T17:01:06-07:00,466.1,467.3,2.7,0.2,177.7,1.1,2752,194,181965,1092
1783728081,2026-07-10T17:01:21-07:00,465.6,467.3,2.7,0.2,97.3,1.1,2752,194,102405,1092
1783728096,2026-07-10T17:01:36-07:00,465.7,467.3,2.7,0.2,139.1,1.1,2752,194,144707,1092
1783728111,2026-07-10T17:01:51-07:00,465.8,467.2,2.7,0.2,177.9,1.1,2752,194,182129,1091
1783728126,2026-07-10T17:02:06-07:00,465.7,467.2,2.7,0.2,178.2,1.1,2752,194,182451,1090
1783728141,2026-07-10T17:02:21-07:00,465.5,467.1,2.7,0.2,120.2,1.1,2752,194,123091,1090
1783728156,2026-07-10T17:02:36-07:00,466.0,467.1,2.7,0.2,177.6,1.1,2752,194,181893,1090
1783728171,2026-07-10T17:02:51-07:00,465.2,470.8,2.7,0.2,144.9,1.1,2815,194,148375,1101
1783728186,2026-07-10T17:03:06-07:00,465.8,470.8,2.7,0.2,176.4,1.1,2778,194,180615,1098
1783728201,2026-07-10T17:03:21-07:00,465.8,470.7,2.7,0.2,176.4,1.1,2764,194,180615,1096
1783728216,2026-07-10T17:03:36-07:00,453.7,464.0,2.7,0.2,176.4,1.1,2758,194,180615,1092
1783728231,2026-07-10T17:03:51-07:00,32.1,11.2,2.7,0.2,0.0,1.1,2757,194,3,1091
1783728246,2026-07-10T17:04:06-07:00,32.0,11.2,2.7,0.2,0.0,1.1,2756,194,2,1089
1783728261,2026-07-10T17:04:21-07:00,32.0,11.2,2.7,0.2,0.0,1.1,2755,194,2,1089
1783728276,2026-07-10T17:04:36-07:00,32.0,11.2,2.7,0.2,0.0,1.1,2754,194,2,1088
1783728291,2026-07-10T17:04:51-07:00,31.9,11.2,2.7,0.2,0.0,1.1,2754,194,2,1088
1783728306,2026-07-10T17:05:06-07:00,31.9,11.2,2.7,0.2,0.0,1.1,2754,194,2,1088
1783728322,2026-07-10T17:05:22-07:00,31.9,11.2,2.7,0.2,0.0,1.1,2753,194,2,1088
1783728337,2026-07-10T17:05:37-07:00,31.9,11.1,2.7,0.2,0.0,1.1,2753,194,2,1088
1783728352,2026-07-10T17:05:52-07:00,31.9,11.1,2.7,0.2,0.0,1.1,2753,194,2,1088
1783728367,2026-07-10T17:06:07-07:00,32.0,11.2,2.7,0.2,0.0,1.1,2753,194,2,1087
1783728382,2026-07-10T17:06:22-07:00,32.0,11.1,2.7,0.2,0.0,1.1,2753,194,2,1087
1783728397,2026-07-10T17:06:37-07:00,32.0,11.1,2.7,0.2,0.0,1.1,2753,194,2,1087
1783728412,2026-07-10T17:06:52-07:00,31.9,11.1,2.7,0.2,0.0,1.1,2753,194,2,1087
1783728427,2026-07-10T17:07:07-07:00,31.9,11.1,2.7,0.2,0.0,1.1,2753,194,2,1087
1783728442,2026-07-10T17:07:22-07:00,31.9,11.1,2.7,0.2,0.0,1.1,2753,194,2,1087
1783728457,2026-07-10T17:07:37-07:00,32.6,11.1,2.7,0.2,0.0,1.1,2752,194,2,1086
1783728472,2026-07-10T17:07:52-07:00,33.5,11.1,2.7,0.2,0.0,1.1,2752,194,1,1086
1783728487,2026-07-10T17:08:07-07:00,33.6,11.1,2.7,0.2,0.0,1.1,2752,194,1,1086
1783728502,2026-07-10T17:08:22-07:00,33.6,11.1,2.7,0.2,0.0,1.1,2752,194,1,1086
1783728517,2026-07-10T17:08:37-07:00,33.7,11.1,2.7,0.2,0.0,1.1,2752,194,1,1086
1783728532,2026-07-10T17:08:52-07:00,33.7,11.1,2.7,0.2,0.0,1.1,2752,194,1,1086
1783728547,2026-07-10T17:09:07-07:00,33.8,11.1,2.7,0.2,0.0,1.1,2752,194,1,1086
1783728562,2026-07-10T17:09:22-07:00,33.8,11.1,2.7,0.2,0.0,1.1,2752,194,1,1086
1783728577,2026-07-10T17:09:37-07:00,33.9,11.1,2.7,0.2,0.0,1.1,2752,194,1,1086
